,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
real,0.07263313,-0.024885781,-0.030137548,0.102961555,0.095849566,-0.040945873,0.034771886,0.17814839,-0.044994496,0.016904108,-0.08259728,-0.040011536,0.02280118,0.06994876,-0.039921734,0.0062448992,-0.0148172015,-0.013484959,-0.01960553,-0.13155212,0.052565068,-0.08933441,0.020706113,-0.0032381543,0.013283859,-0.009049095,0.05417832,-0.05715773,-0.08910367,0.083700866,0.103099726,0.06420261,0.021547686,0.003445946,-0.04266719,0.07363923,0.069980115,-0.078450106,-0.07679172,-0.041954417,-0.09529271,-0.008256871,-0.054969247,-0.0046886597,0.09151206,-0.029546756,0.038694408,-0.07916712,0.0528352,0.033520658,0.055192504,-0.043099917,-0.07547513,0.0028124421,0.10125073,-0.01996476,-0.050579157,-0.056935098,-0.071976386,0.013837084,-0.0097768465,0.014643091,-0.01249146,-0.07465637,-0.16692169,-0.0165292,0.0031292418,0.1332293,-0.10823176,0.14642358,-0.005806691,-0.0068898345,0.083092734,-0.026484035,0.038413018,0.033165924,0.091768324,-0.08026604,-0.11052199,0.0037469848,-0.008954773,-0.08695958,-0.108952805,0.1489643,-0.13679585,0.008548112,-0.025263201,0.09159403,0.059486333,-0.060320478,0.109199785,0.088446364,0.02399821,0.08896979,0.11225548,0.07507185,0.066027194,-0.008493708,0.026597694,0.039873943,-0.047941264,0.13895215,0.056339532,-0.087087564,-0.07118507,-0.09357522,0.047736686,0.12323634,-0.087380014,-0.070051834,-0.02687356,-0.107998125,-0.019939385,-0.054884974,0.035429746,-0.093706556,0.033233423,-0.15803306,-0.0025202811,-0.10377043,-0.00019910981,0.13077514,0.06361874,-0.074165545,-0.035252888,0.05616678,-0.086628094,-0.061794788,-0.038377527,-0.039678708,0.05778131,0.033761285,-0.045313027,-0.076786414,0.023693284,0.13479863,-0.046599768,-0.062558934,-0.02331779,-0.1122024,0.10143604,-0.14415254,-0.037259903,0.015400817,0.0015457422,-0.04503893,-0.010897195,0.057958715,-0.005841789,-0.004919689,0.04515401,-0.09146066,0.050037153,0.041561794,-0.1688213,0.08804114,0.09064701,0.037832066,-0.03865291,0.086056806,0.020492919,0.06367306,0.052388836,-0.073662475,0.008100831,0.09334358,0.075825654,-0.04043907,-0.069281735,0.027909279,-0.10764412,0.02720566,0.015963912,-0.043811575,0.074597135,0.025243567,-0.14202815,0.053522732,-0.008617305,0.1010963,0.00074864936,0.039510142,-0.039434083,0.011889575,0.05295329,0.08136597,-0.028188627,0.07596735,0.14186537,0.013278014,0.061119463,0.034085773,-0.06296717,-0.06106639,0.022666492,-0.019250512,0.08304496,-0.090621606,0.0021534634,-0.11097468
saw,0.07241663,-0.028232543,-0.033213712,0.10544953,0.09668272,-0.044107452,0.033444878,0.17592496,-0.045735896,0.016062874,-0.08493195,-0.03660643,0.025292628,0.07492572,-0.041788477,0.011422174,-0.012149172,-0.015405455,-0.01983168,-0.13122486,0.0512469,-0.089823455,0.019933196,-0.0015138852,0.01803964,-0.011642084,0.059582587,-0.059266612,-0.088670716,0.0810491,0.10075152,0.06443839,0.019107895,0.006945519,-0.03876728,0.073678076,0.06993213,-0.07865955,-0.07783914,-0.046195544,-0.091289945,-0.004650181,-0.056169916,-0.005250853,0.085516706,-0.029561251,0.03569399,-0.084949635,0.055399727,0.037780035,0.060182933,-0.04219242,-0.07287275,0.0052209087,0.10069951,-0.020266054,-0.047143243,-0.061013803,-0.073922314,0.018650284,-0.007870648,0.0129336305,-0.008377862,-0.07552595,-0.16390611,-0.015806288,0.0011887383,0.1359309,-0.112500146,0.14769493,-0.0038850172,-0.01140754,0.08271843,-0.02610496,0.03721947,0.034117572,0.09410251,-0.07777418,-0.11314695,0.006250798,-0.0125269275,-0.0835757,-0.112263516,0.14600661,-0.14072962,0.0057826526,-0.02259833,0.09045867,0.054819144,-0.05707048,0.10650136,0.08940588,0.023556042,0.08734785,0.10659071,0.06887987,0.06494301,-0.01085571,0.022681285,0.04248176,-0.05205421,0.14180042,0.0580331,-0.086942114,-0.07187902,-0.09468762,0.042992283,0.12487399,-0.085043736,-0.06901834,-0.03473251,-0.11255566,-0.018635996,-0.059587613,0.031752683,-0.094313234,0.030642826,-0.15177299,-0.0033926044,-0.10514754,-0.0019228322,0.12769634,0.062327884,-0.08092812,-0.03813253,0.05852225,-0.088233314,-0.06258041,-0.03996057,-0.039721344,0.06317998,0.035671186,-0.042060915,-0.07819767,0.022440497,0.13488898,-0.045232013,-0.057978485,-0.025279928,-0.10960571,0.10182786,-0.13694286,-0.035775095,0.019277336,-0.0002446786,-0.046192568,-0.0148819,0.05775194,-0.004042416,-0.005509452,0.045082226,-0.09192241,0.049796194,0.041648317,-0.17026041,0.093051665,0.092587255,0.040712386,-0.038451917,0.081472725,0.015846387,0.06548196,0.046067815,-0.07126127,0.0047101164,0.095478185,0.07206369,-0.039705925,-0.07345981,0.028233513,-0.10986932,0.02494017,0.014887202,-0.04803133,0.07230358,0.026987452,-0.14116752,0.052452333,-0.011126665,0.10444081,-0.0010021297,0.033820316,-0.043264728,0.010951613,0.053128045,0.0762209,-0.02870706,0.07569099,0.1417626,0.014924228,0.064893946,0.03516001,-0.06757643,-0.05713949,0.024979232,-0.01775164,0.08116568,-0.091731526,-0.0029534232,-0.10586071
quick,0.06490937,-0.029157197,-0.026294611,0.09864472,0.09944369,-0.045323186,0.03036968,0.17000441,-0.04680316,0.018115494,-0.084092356,-0.04207376,0.02287573,0.07260182,-0.03971303,0.006024309,-0.0132178785,-0.010618018,-0.020501705,-0.13656522,0.050458457,-0.08264727,0.023031034,-0.0031850585,0.016686575,-0.010815194,0.0603819,-0.056238104,-0.08416262,0.080560684,0.10617238,0.06663951,0.020213893,0.01146828,-0.037259962,0.07053249,0.06968092,-0.08179259,-0.07997901,-0.045612678,-0.09125782,-0.01215348,-0.051718738,-0.0037453037,0.09199537,-0.025964594,0.038325116,-0.086938515,0.0586081,0.03372452,0.058828313,-0.044235036,-0.07238646,0.0069431863,0.10073124,-0.022980995,-0.052339125,-0.056926027,-0.07736062,0.012657087,-0.017442493,0.007909853,-0.0051330165,-0.07951451,-0.16901873,-0.01673694,0.0033674922,0.13543782,-0.11566299,0.15121193,-0.0055302177,-0.009734707,0.08187095,-0.026139662,0.03794554,0.032864694,0.08845996,-0.07687661,-0.11082906,0.0151639655,-0.00812397,-0.08366091,-0.1081495,0.14853284,-0.13896807,0.008472814,-0.026272282,0.089495435,0.058821462,-0.06104793,0.10798985,0.087541334,0.020400848,0.08563614,0.10657791,0.07508977,0.065800995,-0.0069681527,0.027009232,0.038593907,-0.058796566,0.13892454,0.05345466,-0.09122947,-0.07833797,-0.09302495,0.041187942,0.11869498,-0.08483678,-0.065532595,-0.03093206,-0.109179154,-0.024807837,-0.059333093,0.036016166,-0.08939526,0.029694892,-0.1588674,-0.007864636,-0.10706771,-0.0026742553,0.1271,0.06324043,-0.07591,-0.03737701,0.05639262,-0.09092609,-0.056724288,-0.037904985,-0.040983927,0.060784984,0.03279338,-0.04459267,-0.07260938,0.021562846,0.13120618,-0.04435119,-0.06538262,-0.023132613,-0.11516877,0.09300647,-0.14175792,-0.036036994,0.013134263,5.171484e-05,-0.04471281,-0.01509754,0.05790469,-0.009272435,-0.0076475497,0.049091578,-0.08730188,0.05147172,0.0392129,-0.17082627,0.09320304,0.09522416,0.040557563,-0.039113283,0.07923711,0.018739343,0.062437855,0.044664897,-0.069964446,0.0016079113,0.093086965,0.07890356,-0.03983195,-0.068672925,0.033222154,-0.10664928,0.03280748,0.013491761,-0.042123616,0.07520678,0.035286073,-0.14471374,0.053660817,-0.0058231205,0.09951859,-0.002859977,0.033123143,-0.037232,0.014971887,0.056977514,0.077314,-0.035133287,0.07088464,0.14296836,0.010363688,0.061980385,0.036836337,-0.06240072,-0.06444853,0.030406537,-0.01751857,0.08222683,-0.09127192,0.0054683355,-0.111669935
may,0.06920435,-0.026604779,-0.026395075,0.10140327,0.096239924,-0.04293652,0.035690766,0.17700274,-0.04257538,0.013550523,-0.08672993,-0.039925553,0.025912257,0.072524026,-0.04090564,0.006553613,-0.009594665,-0.01502869,-0.01787601,-0.13236204,0.047597192,-0.090155944,0.018216347,-0.0041760164,0.011997913,-0.009391976,0.05354616,-0.05880842,-0.09019872,0.08528364,0.10230009,0.06870209,0.020431567,0.007764372,-0.042048432,0.075919904,0.06756126,-0.08032784,-0.077359155,-0.03833214,-0.09392721,-0.0058363774,-0.05469527,-0.005747628,0.08836776,-0.02752686,0.03917403,-0.08182766,0.0574003,0.035962924,0.05681027,-0.04382739,-0.07314672,0.0031798754,0.10043416,-0.02280389,-0.047544137,-0.053696286,-0.07615219,0.017735628,-0.010156655,0.011734848,-0.011479565,-0.07201667,-0.16288814,-0.020760696,0.00595092,0.13796984,-0.107448906,0.14939329,-0.004460142,-0.016688209,0.08372172,-0.0297379,0.036663655,0.037196092,0.090535246,-0.08256186,-0.10604686,0.008823818,-0.011333147,-0.08404772,-0.11220463,0.14846739,-0.1374744,0.0051500066,-0.024683885,0.08846423,0.058347266,-0.059585925,0.10890945,0.086410634,0.021722315,0.08664325,0.10885528,0.073656276,0.06832539,-0.0071835057,0.024758512,0.03603559,-0.04436046,0.13952582,0.057118837,-0.08493226,-0.07079127,-0.09562623,0.050079558,0.11866521,-0.08825168,-0.06389447,-0.033615295,-0.10651001,-0.024645071,-0.061132032,0.028908024,-0.09370474,0.026931973,-0.15578565,-0.0051303576,-0.10484795,-0.0036069965,0.13333122,0.062167954,-0.08040574,-0.03619025,0.058332596,-0.086808845,-0.06618502,-0.04125658,-0.04148571,0.059886158,0.03385401,-0.04457606,-0.07733118,0.021876853,0.13294329,-0.050576556,-0.059828714,-0.026682943,-0.1113042,0.10024485,-0.14160536,-0.032833908,0.02118329,0.0013393449,-0.043512065,-0.013598061,0.056381524,-0.007447462,-0.0055112042,0.04390849,-0.09348892,0.056202836,0.03538417,-0.17097116,0.08448403,0.08927105,0.034084443,-0.040620465,0.08112709,0.015881842,0.06135313,0.05265462,-0.07344469,0.0071743475,0.095152974,0.07756555,-0.038803883,-0.071204506,0.03217485,-0.1098673,0.03056775,0.019363357,-0.04436162,0.07585688,0.028557347,-0.145592,0.050024476,-0.008365483,0.10524802,0.00013246003,0.03917343,-0.045388874,0.007171967,0.050850417,0.07830324,-0.026434377,0.07072089,0.14317188,0.010631434,0.060301073,0.033694915,-0.060942616,-0.059775863,0.024393743,-0.02052265,0.08787375,-0.086450815,0.0024119446,-0.11472176
absolutely,0.0767589,-0.02172756,-0.027267005,0.092601,0.095217966,-0.037131336,0.029926592,0.16759203,-0.042196948,0.01831508,-0.08548744,-0.04668096,0.019045258,0.066715784,-0.041484203,0.013363402,-0.018668951,-0.015569678,-0.031516645,-0.12787433,0.04942058,-0.08333373,0.014769544,-0.012569039,0.0152613195,-0.008160503,0.053820662,-0.05722083,-0.083654635,0.090661444,0.09980391,0.074616335,0.006479431,0.0029924521,-0.053354025,0.08323365,0.069235735,-0.06912157,-0.08136347,-0.034361515,-0.09432855,-0.007914458,-0.048926983,-0.014074118,0.082191385,-0.03095597,0.05511127,-0.08528392,0.061091345,0.029175883,0.06852428,-0.036608078,-0.083764136,-0.0012239723,0.104549095,-0.020979388,-0.04492543,-0.05037129,-0.07016996,0.020912215,-0.0031521746,0.026681092,-0.013435316,-0.09190902,-0.15600383,-0.010083364,-0.002823389,0.14303608,-0.10958017,0.15531301,-0.0018749596,-0.015257999,0.085551314,-0.018708948,0.049535833,0.0239959,0.089606285,-0.086644284,-0.10630678,0.012187301,-0.0101258885,-0.089280784,-0.11006783,0.1380169,-0.1355079,0.004789852,-0.031582277,0.08482987,0.071791686,-0.05268465,0.099624395,0.09375923,0.020527415,0.09875944,0.09585945,0.07880569,0.073232196,0.008723551,0.012731308,0.043250978,-0.038818855,0.14516239,0.047723707,-0.08415519,-0.07549407,-0.09469988,0.055009056,0.120469555,-0.08217977,-0.062283367,-0.032645952,-0.103032805,-0.02402185,-0.05705611,0.033687536,-0.09937643,0.025280891,-0.15054892,-0.004517405,-0.09915689,-0.0066257515,0.14055966,0.0663977,-0.07117214,-0.033087645,0.055962462,-0.08960972,-0.0563346,-0.040374488,-0.036979254,0.052033454,0.028652143,-0.0464924,-0.07250736,0.012334055,0.13815263,-0.06177892,-0.06174093,-0.021006366,-0.09260185,0.10111545,-0.1310855,-0.032557983,0.020140218,0.0082595125,-0.044148,-0.015959835,0.050271068,-0.011138193,-0.006273422,0.04589674,-0.091769956,0.06311765,0.032764513,-0.18144765,0.072485104,0.097476326,0.036226656,-0.03561917,0.08231832,0.0075767064,0.0687002,0.057132103,-0.072721146,0.010141752,0.09408599,0.066128746,-0.045108728,-0.070898674,0.036183074,-0.122194864,0.026379444,0.020962464,-0.050084155,0.075136736,0.03172259,-0.15184736,0.04990739,-0.0071954746,0.11048621,0.002580693,0.033689838,-0.050398853,-0.004233156,0.0574854,0.080246985,-0.037071243,0.062635705,0.13310966,0.010323455,0.06382795,0.028202012,-0.05352912,-0.048937168,0.018785058,-0.022062311,0.09642204,-0.085920975,0.0039693704,-0.12000548
respectful,0.06406975,-0.026751515,-0.028555427,0.100580044,0.10198278,-0.04450274,0.036223993,0.17606795,-0.04714906,0.019389108,-0.082255416,-0.037367836,0.024020584,0.07573017,-0.04170852,0.0016391643,-0.009728682,-0.008899537,-0.0144772995,-0.1370714,0.049659472,-0.08560504,0.022246648,0.00016890772,0.01942315,-0.010141885,0.05776406,-0.06298045,-0.082881175,0.0856825,0.1027494,0.06240053,0.02472707,0.0073418757,-0.039296675,0.07589144,0.07069459,-0.080083594,-0.075925976,-0.04947125,-0.09658681,-0.008663338,-0.05119012,-0.007754055,0.091821365,-0.024812786,0.03140087,-0.08523335,0.05601451,0.035071515,0.057642106,-0.04663881,-0.073532626,0.0024784072,0.10213773,-0.022211505,-0.052456908,-0.061443124,-0.079067,0.011486513,-0.018840741,0.011832699,-0.0038859,-0.07318365,-0.16528171,-0.017145334,0.0025138843,0.13238703,-0.11087062,0.14986417,-0.00030253772,-0.0064815506,0.077426076,-0.027840028,0.034906384,0.037883148,0.08936604,-0.07623347,-0.11307381,0.014639155,-0.011861085,-0.08424483,-0.11194288,0.15238498,-0.13687147,0.012813331,-0.023403961,0.08941252,0.06025609,-0.059800398,0.1070136,0.08489063,0.021097722,0.08900382,0.10845521,0.074001856,0.06291207,-0.011836442,0.026432985,0.03553679,-0.058406636,0.14044788,0.05601775,-0.08521826,-0.07467363,-0.0986622,0.047848012,0.119978085,-0.08568774,-0.06515123,-0.030455003,-0.11090725,-0.027550293,-0.05928271,0.031346023,-0.08960976,0.031456426,-0.1591868,-0.0090348795,-0.107508555,0.00012965394,0.12758853,0.067970745,-0.07643631,-0.041046575,0.055443276,-0.086319886,-0.05877461,-0.039272197,-0.04314976,0.059456684,0.030134732,-0.045715693,-0.073501274,0.026273768,0.12987879,-0.042813458,-0.066640355,-0.029088743,-0.11675295,0.09179689,-0.14014518,-0.031637467,0.010080162,0.0020803674,-0.038558047,-0.011735955,0.05613644,-0.006923543,-0.003154738,0.049736645,-0.087182105,0.04904504,0.041628588,-0.17241497,0.0866137,0.092880495,0.042118352,-0.036803663,0.082248546,0.019526577,0.05857643,0.04687669,-0.07140379,0.0061987108,0.09405232,0.082663216,-0.038403917,-0.06774652,0.029225335,-0.107497476,0.029441746,0.011523926,-0.043491185,0.0765677,0.03288146,-0.14379016,0.053182058,-0.009854639,0.098759666,-0.0006771138,0.037174765,-0.038437046,0.008960575,0.055684976,0.07271764,-0.02635783,0.07279774,0.14218259,0.015511279,0.063653484,0.0387511,-0.06599452,-0.06515461,0.02422664,-0.01770319,0.080632664,-0.08794569,0.0030707538,-0.10751961
put,0.06852912,-0.024197811,-0.024998935,0.101811446,0.10118147,-0.04738388,0.03324733,0.1711541,-0.047262713,0.02244757,-0.08247598,-0.045712095,0.023328252,0.071883366,-0.045603488,0.005122908,-0.00976817,-0.010277794,-0.024132363,-0.13238597,0.05512371,-0.08490798,0.02000656,-0.0035180743,0.016469128,-0.014537241,0.055381823,-0.057324544,-0.08666499,0.08741472,0.105386905,0.069676004,0.021928603,0.011639196,-0.043879047,0.07332588,0.068356715,-0.08102694,-0.07496134,-0.043388963,-0.08989972,-0.009849088,-0.053499825,-0.010165328,0.0860001,-0.02476515,0.037469763,-0.08023377,0.058143437,0.039474763,0.060289998,-0.051141188,-0.075177126,0.0029825724,0.099805966,-0.019026903,-0.048522558,-0.054545715,-0.07819052,0.015379976,-0.01270415,0.013801936,-0.004716362,-0.081794515,-0.16722174,-0.0175608,0.0045130006,0.13642254,-0.11338139,0.14890285,-0.005685427,-0.017076483,0.076568745,-0.026582522,0.036095023,0.029154591,0.08683079,-0.07980789,-0.10575803,0.009925351,-0.012835173,-0.08178124,-0.110098526,0.15539515,-0.1375757,0.008311592,-0.031001097,0.09220085,0.059229184,-0.060164906,0.108274795,0.08628464,0.02067127,0.085518554,0.106407925,0.07630891,0.07072632,-0.0020857833,0.021589596,0.037830703,-0.049031798,0.13987172,0.056480713,-0.088327006,-0.072990224,-0.095149465,0.048275445,0.12344581,-0.088288106,-0.060536,-0.026780361,-0.10683502,-0.024447791,-0.05775816,0.032509305,-0.09623359,0.030707786,-0.15854733,-0.0065452307,-0.10343355,-0.0047682286,0.13026245,0.06553619,-0.072005324,-0.032739684,0.053404536,-0.09506541,-0.05749764,-0.03909024,-0.03902745,0.054221325,0.027899204,-0.04262419,-0.07677379,0.019553468,0.13345706,-0.050984688,-0.061749674,-0.022772424,-0.11157656,0.0971712,-0.13730201,-0.037549827,0.013225223,-0.0021206464,-0.04369976,-0.018649518,0.051441062,-0.011900545,-0.0024645093,0.04898779,-0.08746859,0.046954636,0.033722904,-0.169486,0.088069126,0.09274128,0.038166657,-0.038011424,0.08364864,0.02145038,0.06352403,0.04604829,-0.07640313,0.0014681434,0.09510323,0.076147765,-0.03860452,-0.069123544,0.033639945,-0.11306741,0.03043217,0.017897945,-0.042493667,0.07525149,0.036420096,-0.1430473,0.052729428,-0.011195804,0.10376753,-0.0028007147,0.03328289,-0.036965393,0.009408665,0.052581165,0.07975357,-0.034200188,0.07501549,0.14160886,0.007931034,0.06355926,0.032685265,-0.067547224,-0.06285538,0.022954324,-0.015003921,0.077345446,-0.08507876,0.006619493,-0.11615176
tells,0.07153184,-0.022263447,-0.02739352,0.09794352,0.09109688,-0.043735158,0.030028593,0.17416191,-0.04346497,0.017725041,-0.0909801,-0.04651439,0.016960295,0.06271715,-0.03822957,0.0057284473,-0.009471534,-0.023308286,-0.028633242,-0.12388209,0.04813078,-0.09062949,0.01134383,-0.009551333,0.01086297,-0.011818112,0.050708864,-0.05677912,-0.091065295,0.08645562,0.09525121,0.07203526,0.009483757,0.0010577975,-0.047874022,0.07825164,0.06803472,-0.07582106,-0.07478143,-0.03022931,-0.09182245,0.0036978645,-0.049438726,-0.014454474,0.091813244,-0.04045339,0.041921347,-0.07573558,0.059776627,0.029985828,0.058857523,-0.038477555,-0.07969336,0.0016878161,0.10686277,-0.02243834,-0.04564515,-0.046379108,-0.06441825,0.020265447,0.00053125876,0.022190018,-0.021983251,-0.077959314,-0.15159751,-0.024856938,0.0036415942,0.14442572,-0.096957,0.14641204,-0.009687932,-0.020808019,0.07932485,-0.02914757,0.044260334,0.031479344,0.08630563,-0.08144779,-0.101483665,0.002963446,-0.017448906,-0.0970301,-0.11323692,0.15435255,-0.13515276,0.0058927448,-0.03338574,0.08412286,0.057411652,-0.060969427,0.11021083,0.0880074,0.02099202,0.0973169,0.10070592,0.06679595,0.067417935,0.0060539073,0.017611556,0.04170632,-0.030340163,0.14755051,0.050333105,-0.08915944,-0.066689536,-0.091432065,0.050025214,0.11862848,-0.08472792,-0.0651229,-0.03542608,-0.1088454,-0.023279982,-0.058764663,0.02871233,-0.100455694,0.030441469,-0.1530119,-0.0021345802,-0.1070873,-0.008765156,0.1387519,0.055865347,-0.070024155,-0.034608778,0.058687203,-0.09440194,-0.070034064,-0.036533833,-0.038934782,0.049195174,0.034136906,-0.040499203,-0.07771249,0.016974824,0.14067309,-0.053557973,-0.058261782,-0.027708787,-0.10175588,0.10448696,-0.14080301,-0.031416442,0.025346112,0.0031244822,-0.04561772,-0.014330005,0.04386305,-0.012187158,-0.0062109805,0.036020927,-0.1014036,0.06342427,0.036824573,-0.17251973,0.08126942,0.09054384,0.02706363,-0.04358853,0.088242695,0.016287452,0.061856847,0.06330288,-0.07072893,0.011606819,0.10165574,0.07142318,-0.048197813,-0.07227058,0.031739313,-0.118933745,0.028801756,0.019901672,-0.056204095,0.07652283,0.027077865,-0.14966832,0.057249293,-0.007295553,0.1047657,0.005710925,0.034959078,-0.054604415,-0.0016548298,0.051799055,0.07561401,-0.026821196,0.07018931,0.132915,0.016491784,0.06412927,0.03519997,-0.056487516,-0.04635871,0.024688989,-0.024485514,0.097535364,-0.08420262,0.0029331606,-0.118689544
intern,0.07309829,-0.028105397,-0.027077239,0.10786443,0.09213362,-0.045355022,0.032241333,0.17986545,-0.042628605,0.016114017,-0.08854973,-0.044001736,0.016911855,0.06369733,-0.04158247,0.0052804174,-0.010661548,-0.020815317,-0.02488775,-0.122101344,0.048599,-0.09139118,0.013674177,-0.0038488468,0.0061202263,-0.013727514,0.04843696,-0.056974024,-0.0977798,0.09010754,0.10054514,0.066889234,0.011492957,0.0031593167,-0.046605665,0.079496495,0.068183124,-0.074496984,-0.07991283,-0.031512085,-0.08673846,0.005089697,-0.05137119,-0.008133809,0.08829463,-0.037647385,0.044146217,-0.081627116,0.058845513,0.035850655,0.056973625,-0.042335235,-0.080046065,-0.0037073246,0.10567643,-0.019886162,-0.040035438,-0.047704067,-0.06892355,0.015158307,0.0033016005,0.017244074,-0.01736196,-0.07072409,-0.1558538,-0.027086427,0.00073038146,0.14472087,-0.09283048,0.14738101,-0.015638445,-0.023459233,0.08272935,-0.03068501,0.04058496,0.03656782,0.08861386,-0.08353114,-0.09984452,-0.0025274248,-0.01412934,-0.098045684,-0.11570148,0.15680645,-0.12621647,0.008404713,-0.033156347,0.09060714,0.0574271,-0.059417084,0.11500481,0.08768128,0.015487186,0.09290424,0.10159882,0.06873638,0.064739875,0.0018721656,0.016363418,0.046469163,-0.023575982,0.14642829,0.05206106,-0.08875523,-0.06387814,-0.09166511,0.048329156,0.1244516,-0.09041289,-0.05935033,-0.037763156,-0.10757484,-0.0197599,-0.05673088,0.034033153,-0.10054313,0.02782369,-0.15167406,-0.00013740925,-0.10809245,-0.0015879219,0.13057846,0.05465809,-0.075739585,-0.02535482,0.052773837,-0.09351531,-0.06860449,-0.03831433,-0.04173369,0.050713316,0.03529175,-0.0412829,-0.07680572,0.0190356,0.13837557,-0.0470008,-0.063470565,-0.024223745,-0.10409777,0.10714058,-0.14470257,-0.032107655,0.03012631,0.0056393896,-0.03835317,-0.006343975,0.042923734,-0.00514495,-0.002821492,0.041209504,-0.09464059,0.05543502,0.03623845,-0.17178062,0.077986054,0.091950126,0.022462334,-0.04416169,0.087000445,0.012505025,0.06314877,0.05904466,-0.06957403,0.012217919,0.100811526,0.07825949,-0.046945717,-0.069022335,0.0334822,-0.11742901,0.026221685,0.017677924,-0.054370236,0.072585315,0.026180713,-0.14864166,0.05318485,-0.0045650993,0.104224086,0.008451869,0.032809682,-0.054350294,-0.00669554,0.051856436,0.07626241,-0.024231205,0.07354547,0.12990905,0.013429204,0.065378115,0.041331355,-0.055334512,-0.04980912,0.0211297,-0.026946716,0.0996924,-0.08753479,-0.0054477938,-0.11016913
short,0.06671323,-0.027896428,-0.0288471,0.09502701,0.097955965,-0.045656145,0.036581058,0.1707865,-0.042908374,0.017721612,-0.08426122,-0.040233772,0.026352366,0.07020418,-0.041967057,0.0056519173,-0.012692512,-0.009669452,-0.016209647,-0.14061251,0.05035602,-0.08344515,0.026197644,0.00055430864,0.020819556,-0.016763747,0.058184095,-0.061315708,-0.07986205,0.082655974,0.10589519,0.066913314,0.021534432,0.010323802,-0.03763871,0.0692931,0.064993344,-0.08365517,-0.07963926,-0.0522554,-0.093124695,-0.016752604,-0.052416664,-0.0013516984,0.08851594,-0.025813298,0.03439298,-0.08768879,0.05636136,0.035878815,0.054331172,-0.05045629,-0.0708781,0.0038531818,0.097646095,-0.021180147,-0.048845634,-0.058722705,-0.07859768,0.012205346,-0.022571264,0.006465188,-0.0020008567,-0.08016278,-0.17366363,-0.011525031,0.003947815,0.13307922,-0.120352484,0.14648658,-0.0021676603,-0.010729125,0.07770796,-0.024046939,0.036379836,0.031301755,0.087407686,-0.08217891,-0.11576441,0.014293635,-0.011398753,-0.08140346,-0.10444706,0.1504488,-0.13446602,0.009447863,-0.028617943,0.09179883,0.05902075,-0.05508863,0.10646204,0.089294456,0.020629676,0.08557575,0.10870378,0.07608079,0.071060106,-0.0063947826,0.030301742,0.033033352,-0.059145156,0.13981032,0.054019544,-0.08767663,-0.0799758,-0.09229238,0.045727886,0.117380865,-0.081971236,-0.07049571,-0.028974552,-0.10472847,-0.026444452,-0.06000167,0.034000218,-0.08752142,0.031293858,-0.16232994,-0.004632515,-0.10784053,-0.0011477371,0.12827978,0.06835092,-0.07757886,-0.040423654,0.05532495,-0.08866848,-0.05287851,-0.04022668,-0.042171933,0.060622856,0.026459616,-0.04804534,-0.06803408,0.02165419,0.12830678,-0.046309218,-0.06298994,-0.024159424,-0.113867186,0.092460096,-0.14355713,-0.03271077,0.011383389,0.0006798131,-0.040739425,-0.018175825,0.055063028,-0.0074430923,-0.0077316742,0.047571704,-0.08497142,0.04579435,0.037070695,-0.17313863,0.08837533,0.090519875,0.04405587,-0.03970174,0.08278021,0.02274361,0.05776588,0.04553528,-0.0732892,0.00089152955,0.08952239,0.07926396,-0.035999075,-0.067986414,0.034175623,-0.10557337,0.03554804,0.016468383,-0.043156844,0.077053405,0.035752445,-0.14588642,0.050522313,-0.012655244,0.10239566,-0.0006055354,0.034085333,-0.0354128,0.013965062,0.059831724,0.07629973,-0.033394076,0.07548831,0.14811464,0.01479365,0.059428748,0.032774143,-0.0641988,-0.063229896,0.027807496,-0.016630186,0.08107507,-0.08977564,0.007862859,-0.113629006
